id,toxic,severe_toxic,obscene,threat,insult,identity_hate
69b7d005a8ea9034,0,0,0,0,0,0
a7d96e2c9244db2d,0,0,0,0,0,0
2fcfdc0859be0353,0,0,0,0,0,0
cb8c35fe680e2922,0,0,0,0,0,0
791bda6b8be7a23b,0,0,0,0,0,0
f206aab349b3d907,0,0,0,0,0,0
28c8655374bee2fd,0,0,0,0,0,0
59325316ce700c4f,0,0,0,0,0,0
f6bd7b2dea45d5cd,0,0,0,0,0,0
3b9490bc20dd0ea8,0,0,0,0,0,0
dd160cc42d2c6b8a,0,0,0,0,0,0
59c8ce1be511cb82,0,0,0,0,0,0
2e63dd448afe9c41,0,0,0,0,0,0
2d8882272a63933e,0,0,0,0,0,0
8531d07bb2d2769e,0,0,0,0,0,0
4ab41d4570219461,0,0,0,0,0,0
c7f2a7a74e6e82db,0,0,0,0,0,0
3d1cc31f1f959eb1,0,0,0,0,0,0
ce8c49c554837098,0,0,0,0,0,0
75b73368b9f7cd42,0,0,0,0,0,0
e76a2bc023a3f9f2,0,0,0,0,0,0
50f42b2778a9235e,0,0,0,0,0,0
b1fac3dc861db1b6,0,0,0,0,0,0
6e04b2cf057ffdbf,0,0,0,0,0,0
2b7585b7b09a11a5,0,0,0,0,0,0
40132b09dbad4ffd,0,0,0,0,0,0
86388e1be04d3371,0,0,0,0,0,0
fa13509f0fa20c11,0,0,0,0,0,0
0b6bb509dcb18c37,0,0,0,0,0,0
874287942cc4e11c,0,0,0,0,0,0
df877af1783a1f81,0,0,0,0,0,0
4d610a848fc25eda,0,0,0,0,0,0
243c7ed8ee2d5bf8,0,0,0,0,0,0
007abdc289755af3,0,0,0,0,0,0
6a0820c5a6621900,0,0,0,0,0,0
02e1a00d13690963,0,0,0,0,0,0
ef85ad179fe5e270,0,0,0,0,0,0
4a66dc1db2e414c6,0,0,0,0,0,0
f5ba624cbcf9abb6,0,0,0,0,0,0
3c8b8fd9a122a26d,0,0,0,0,0,0
8c4338289ef4f0f2,0,0,0,0,0,0
8e8899448b40fa53,0,0,0,0,0,0
27a475e03b5b43a6,0,0,0,0,0,0
463c263b7410b9a7,0,0,0,0,0,0
f3f50132bd0899e1,0,0,0,0,0,0
06cff7b78e638281,0,0,0,0,0,0
5a395903eb94ce9f,0,0,0,0,0,0
6f0b77432a12e8a4,0,0,0,0,0,0
8748aeb0d801c31b,0,0,0,0,0,0
8b42437301b77e0c,0,0,0,0,0,0
35955c81dacd3311,0,0,0,0,0,0
ebbbefc7c5f05360,0,0,0,0,0,0
5851220035eb6462,0,0,0,0,0,0
e537a1434ab030fd,0,0,0,0,0,0
ff199f61127647d6,0,0,0,0,0,0
03639566dc5f2f18,0,0,0,0,0,0
b89badea5a096cb6,0,0,0,0,0,0
100077c69ee6d0c3,0,0,0,0,0,0
bd93cae5b27ee6f7,0,0,0,0,0,0
6e2f8adf60dec8c9,0,0,0,0,0,0
72c4ee2bdcf2eda7,0,0,0,0,0,0
dcbe779f98f148c3,0,0,0,0,0,0
f9e07f4fd9dbe559,0,0,0,0,0,0
23030656fde5c197,0,0,0,0,0,0
0f57d2f1893c2078,0,0,0,0,0,0
d81182b5b1d46ca5,0,0,0,0,0,0
4bb9df30698b5f9b,0,0,0,0,0,0
d4d4533a198d3d49,0,0,0,0,0,0
4936316715bcaa80,0,0,0,0,0,0
527382478e373942,0,0,0,0,0,0
df13579f57fa6d16,0,0,0,0,0,0
9391e0448ec3a85e,0,0,0,0,0,0
a1a096820c97b4e7,0,0,0,0,0,0
4afb1bb6c35847a4,0,0,0,0,0,0
92fb68b2d0d18f58,0,0,0,0,0,0
cd6542f0bd6efc2a,0,0,0,0,0,0
f48a8c92b23b1f0a,0,0,0,0,0,0
f51b317965dfb5cd,0,0,0,0,0,0
f23ac078a59605a5,0,0,0,0,0,0
8afc8363f36dadcd,0,0,0,0,0,0
19f771ec914ea20d,0,0,0,0,0,0
51da772248cfc029,0,0,0,0,0,0
934b0c4716476e3f,0,0,0,0,0,0
0c337ffe76293a8d,0,0,0,0,0,0
3f3bdf9397a58a20,0,0,0,0,0,0
6e1c43bc0cd36c27,0,0,0,0,0,0
1a58accc27758c38,0,0,0,0,0,0
64bcd59c2137aba4,0,0,0,0,0,0
0457d7da2423a041,0,0,0,0,0,0
66fb912156b15ffa,0,0,0,0,0,0
bbd9bd9826f2876b,0,0,0,0,0,0
8f290a730b6c4a40,0,0,0,0,0,0
46ac553cecb99242,0,0,0,0,0,0
d736aea5ed792fce,0,0,0,0,0,0
365e6d6b913b29d7,0,0,0,0,0,0
a4d57cedf85f4200,0,0,0,0,0,0
ccd894d981bc16d8,0,0,0,0,0,0
6ebcbef25394d8a5,0,0,0,0,0,0
c10950d7afff1a83,0,0,0,0,0,0
bbd8859e34be7cd7,0,0,0,0,0,0
a19875073bda578e,0,0,0,0,0,0
93d5f4c26c8367c7,0,0,0,0,0,0
4b472354bf8e8c51,0,0,0,0,0,0
11cb3112bac94e0d,0,0,0,0,0,0
fdf864dee6399394,0,0,0,0,0,0
0a6740da70ff046d,0,0,0,0,0,0
0edaacdb3279fbb0,0,0,0,0,0,0
24675ad0fcdc5a67,0,0,0,0,0,0
56fad889cc477c69,0,0,0,0,0,0
dc8891332cf4c099,0,0,0,0,0,0
8cd796e2be685e78,0,0,0,0,0,0
90542058dc0f382e,0,0,0,0,0,0
c8e52095f29726dc,0,0,0,0,0,0
fa84d02ffd0e20bd,0,0,0,0,0,0
a21848113c6b39db,0,0,0,0,0,0
2b2f9dee3655786b,0,0,0,0,0,0
de363c663a8cfa59,0,0,0,0,0,0
ffdd57967f4cdbb2,0,0,0,0,0,0
3829059fc56acc1f,0,0,0,0,0,0
fe241c6957213d6f,0,0,0,0,0,0
b9f5a25bc03204da,0,0,0,0,0,0
65c9fc29f6798d50,0,0,0,0,0,0
3566fa34450c8dec,0,0,0,0,0,0
62fcd99ef23e6a62,0,0,0,0,0,0
5a9496250165b02f,0,0,0,0,0,0
70acf397c44fb828,0,0,0,0,0,0
6ff5ac633526ac67,1,0,0,0,0,0
e7a35770b0bbd5f1,1,0,0,0,0,0
dc6899c2b7cba9e4,0,0,0,0,0,0
61ea27218b0394a4,0,0,0,0,0,0
0f0508c4d07454ac,0,0,0,0,0,0
5e6e0d5c6cf05ca3,0,0,0,0,0,0
2215710fc3440ec2,0,0,0,0,0,0
0bd12f8b915e0947,0,0,0,0,0,0
625f22dd4a77584f,0,0,0,0,0,0
50b5fc01ddd3179c,0,0,0,0,0,0
5c379f71c18f0392,0,0,0,0,0,0
252e6ec509081126,0,0,0,0,0,0
fa30d7c48f5051cb,0,0,0,0,0,0
75656a54947fca63,0,0,0,0,0,0
b53e67bf6da7f90b,0,0,0,0,0,0
2568781ad777abac,0,0,0,0,0,0
54b35d3772958680,0,0,0,0,0,0
c8f61635d4d5d14c,0,0,0,0,0,0
d70fd402052031fc,0,0,0,0,0,0
f44445d6b056fcf5,0,0,0,0,0,0
1397d8814f275572,0,0,0,0,0,0
bc17c4f0143e8109,0,0,0,0,0,0
42804423b763f7a0,0,0,0,0,0,0
cd7d4b8b0df7a38c,0,0,0,0,0,0
b1ab238c6e9eb3e5,0,0,0,0,0,0
0459b8ab9f31d686,0,0,0,0,0,0
1598689e37c26a1b,0,0,0,0,0,0
fe5f5a85def39822,0,0,0,0,0,0
087321193f00fe94,0,0,0,0,0,0
b7d9ac3e35e65abe,0,0,0,0,0,0
6dfe8327487cc0cf,0,0,0,0,0,0
ad8aaf0ef5024efd,0,0,0,0,0,0
0ee649b6bf71dc76,0,0,0,0,0,0
f541572a46cb1d48,0,0,0,0,0,0
6a0570d8c5fc5ed5,0,0,0,0,0,0
df372b9d465b00c8,0,0,0,0,0,0
b441a9d7ff9bdd71,0,0,0,0,0,0
746ed99c5e19ae6b,0,0,0,0,0,0
51e821fd81ba3ccc,0,0,0,0,0,0
0228f8ff42b5cf40,0,0,0,0,0,0
e57a9be106dee009,0,0,0,0,0,0
2a6fa558235520ae,0,0,0,0,0,0
378fe29151b668a0,0,0,0,0,0,0
c2d70199e4ebf198,0,0,0,0,0,0
ad804b8ca4f3fabb,1,0,0,0,0,0
cff2210377079cbf,1,0,0,0,0,0
ddf0b12b7ac2450d,0,0,0,0,0,0
a685c3e3037f7db7,0,0,0,0,0,0
1770eeb067194747,0,0,0,0,0,0
2208c17177873870,1,0,0,0,0,0
2562c4adeec89d80,0,0,0,0,0,0
33e82576c552bfa4,0,0,0,0,0,0
96d1c91c6a4733ef,0,0,0,0,0,0
d07dcac2a3e83040,0,0,0,0,0,0
0ad19a0f3b24e8ff,0,0,0,0,0,0
23091e7ea264ec28,0,0,0,0,0,0
c22f814ad36fd356,0,0,0,0,0,0
427f229227ea64b7,0,0,0,0,0,0
e6a73def5aea8cb8,0,0,0,0,0,0
decd3d3f9fdcb325,0,0,0,0,0,0
c498029e793c9190,0,0,0,0,0,0
8f7ac29a52c4f67c,0,0,0,0,0,0
c20b82cf3a10b528,0,0,0,0,0,0
707a542859bec6f5,0,0,0,0,0,0
b10406d6e998e31e,0,0,0,0,0,0
1d5138353d6602e1,0,0,0,0,0,0
854dd28c7db69519,0,0,0,0,0,0
a596444551abecbd,0,0,0,0,0,0
0d629196c3ff7298,0,0,0,0,0,0
dfcecdb197fa2f63,0,0,0,0,0,0
9bb7bc9e2e6b43b8,0,0,0,0,0,0
58d5d7fea4382b39,0,0,0,0,0,0
a7f8848668f2a469,0,0,0,0,0,0
b64f08a82f50eea4,0,0,0,0,0,0
287569ca5431c31a,0,0,0,0,0,0
931a0228147cf245,0,0,0,0,0,0
cc334223dd841e59,0,0,0,0,0,0
286bda9ca588840c,0,0,0,0,0,0
0f48768818e099e6,0,0,0,0,0,0
29459c4d1fb41e70,0,0,0,0,0,0
4f71a976b142b568,0,0,0,0,0,0
6508d62fa7495d3c,0,0,0,0,0,0
25ac86678f3e6c1a,1,0,0,0,0,0
631e18420bd43d09,1,0,0,0,0,0
874dbe785090ff8f,0,0,0,0,0,0
cc6251da4b3c6dcb,0,0,0,0,0,0
56f264eb73102ac1,0,0,0,0,0,0
1e7b34ccdae17cc5,0,0,0,0,0,0
dc1c6c3b7005c142,0,0,0,0,0,0
af3d5e0d5979bea0,0,0,0,0,0,0
f1e266a5f3da72ea,0,0,0,0,0,0
da827eb2ddc61a2d,0,0,0,0,0,0
57dbe2b8dce077d6,0,0,0,0,0,0
8a99a9fbd3962cab,0,0,0,0,0,0
88ce3bb82fb8355f,0,0,0,0,0,0
27eef19f64ef129f,0,0,0,0,0,0
d48cc9d4daacb844,0,0,0,0,0,0
5e7f4f6db96aa761,0,0,0,0,0,0
ca21384f6ac640fd,0,0,0,0,0,0
81aad2078b0352ab,0,0,0,0,0,0
501d83e0d05cadfd,0,0,0,0,0,0
3a75369009f6b11a,0,0,0,0,0,0
52ae5555850e9b5d,0,0,0,0,0,0
2b3722174203ddbd,0,0,0,0,0,0
3bb104c5c94a11f7,0,0,0,0,0,0
3717026e98cec127,0,0,0,0,0,0
a39b77bf81f96bfb,0,0,0,0,0,0
f911fb4ee6e09d1f,0,0,0,0,0,0
4f2962463f7f3eb1,0,0,0,0,0,0
7802454cdd532203,0,0,0,0,0,0
c8ab10d9bf6d6d0a,0,0,0,0,0,0
72b75bee2c2bba5f,0,0,0,0,0,0
26c7505bd6ca031e,0,0,0,0,0,0
6dc2a27d96fdda29,0,0,0,0,0,0
56909d1c6a7521be,0,0,0,0,0,0
8c8e8aec31c8013e,0,0,0,0,0,0
595c3ff59f2ae6f3,0,0,0,0,0,0
4559e8b4eda279f8,0,0,0,0,0,0
f21f4330bf3d51c6,0,0,0,0,0,0
d0dfce1a7ce05828,0,0,0,0,0,0
a0ea5936107c9008,0,0,0,0,0,0
af8e200572e49376,0,0,0,0,0,0
661558111ea76bcc,0,0,0,0,0,0
34e256149bf46296,0,0,0,0,0,0
a44e6a31034a86ff,0,0,0,0,0,0
4660542137fe765a,0,0,0,0,0,0
db83046b7c0861a7,0,0,0,0,0,0
4e490107d0764001,0,0,0,0,0,0
09dd2fca636ceefb,0,0,0,0,0,0
936ba7e0502a84e9,0,0,0,0,0,0
9cdd34a9c4c717c7,0,0,0,0,0,0
3c934e54e4e1ac06,0,0,0,0,0,0
1c594604ce38ddaa,0,0,0,0,0,0
18319f65eee391e8,0,0,0,0,0,0
f33a24fd5801808e,0,0,0,0,0,0
a786d697be40e0fb,0,0,0,0,0,0
536b6bff77c4b328,0,0,0,0,0,0
1b831ab082fe2e5b,0,0,0,0,0,0
821ffb275309bd2d,0,0,0,0,0,0
3cf4c0dfeb217360,0,0,0,0,0,0
3abe58ac4bae52a9,0,0,0,0,0,0
483cb5d55388bb31,0,0,0,0,0,0
0c776f20632b7033,0,0,0,0,0,0
51d6934fa4d2d725,0,0,0,0,0,0
bad50c92a2ca2664,0,0,0,0,0,0
15bda28ec5c0bf21,0,0,0,0,0,0
5ca0799c24b548af,0,0,0,0,0,0
0d835299f6325c69,0,0,0,0,0,0
9eeec5efb6d0341e,0,0,0,0,0,0
beb472a704b764d1,0,0,0,0,0,0
da371f0f062e5447,0,0,0,0,0,0
e056cd98c14ad940,0,0,0,0,0,0
379395df1473459d,0,0,0,0,0,0
7cfa85bf77bb61b3,0,0,0,0,0,0
284ba8f07cb46fd5,0,0,0,0,0,0
32543a8da888aa5c,0,0,0,0,0,0
2d000909f84de8cb,0,0,0,0,0,0
82d117e4bbdc9ba0,0,0,0,0,0,0
7781b612ebc0e235,0,0,0,0,0,0
7981a8e41d286180,0,0,0,0,0,0
60c187bbb8781efc,0,0,0,0,0,0
99d23b96c06773bd,0,0,0,0,0,0
eeedd87a6cd8b262,0,0,0,0,0,0
1dfba97c0cb525a8,0,0,0,0,0,0
7be9357a1588bdff,0,0,0,0,0,0
74cb150e98471f51,0,0,0,0,0,0
52ab530c62578f6d,0,0,0,0,0,0
ac20a69bf53ddb14,0,0,0,0,0,0
fd616e0f464f9952,0,0,0,0,0,0
358570539e72a817,0,0,0,0,0,0
3ed22acc66ce4353,0,0,0,0,0,0
340350df07e3eb10,0,0,0,0,0,0
1241d9d816995ef7,0,0,0,0,0,0
23bc9e1710b1fd3f,0,0,0,0,0,0
9ca0fe7b92eccfe8,0,0,0,0,0,0
65cc7a42aa0af0df,0,0,0,0,0,0
38c211f6b4945ca9,0,0,0,0,0,0
068d0688dd8acdb1,0,0,0,0,0,0
a43ece4450773f03,0,0,0,0,0,0
8fcb7c767d96e9f4,0,0,0,0,0,0
45d82bfec45b13cf,0,0,0,0,0,0
73ce8d2c6317b8f5,0,0,0,0,0,0
d3285bdedcc7676e,0,0,0,0,0,0
c198330db9f7c123,0,0,0,0,0,0
bae2f5c9b221f75f,0,0,0,0,0,0
f243d1b2f63536c9,0,0,0,0,0,0
1b4d0b272a22d5bd,0,0,0,0,0,0
01bd1c9636b8a37f,0,0,0,0,0,0
d763f2344bda4841,0,0,0,0,0,0
7ba231244f8c3fae,0,0,0,0,0,0
6c837f6b6d20c716,0,0,0,0,0,0
b77f71a36f230592,0,0,0,0,0,0
65c6b8b725dd8b52,0,0,0,0,0,0
39f96689a078ce61,0,0,0,0,0,0
8785e95c29a20a7c,0,0,0,0,0,0
f68a2e1138202cc9,0,0,0,0,0,0
5a9d73f41fd4e086,0,0,0,0,0,0
5e5d5d54e376b0a3,0,0,0,0,0,0
b5df6ecc55bb6a30,0,0,0,0,0,0
a5f7a7f3680623ea,0,0,0,0,0,0
0fd2c662a08d346b,0,0,0,0,0,0
c766ebf758767d18,0,0,0,0,0,0
4c8c2d6e97456065,0,0,0,0,0,0
d845b2b41876a480,0,0,0,0,0,0
8415117fa7c8b69c,0,0,0,0,0,0
bb098ab67a39fc8c,0,0,0,0,0,0
cc37b398221b756e,0,0,0,0,0,0
6341dce8e9cbb91d,0,0,0,0,0,0
73b88e3e5866fe99,0,0,0,0,0,0
80384bf13cf8d100,0,0,0,0,0,0
a959c52483af126b,0,0,0,0,0,0
6dede0eaa52ab372,0,0,0,0,0,0
32220caea5152da8,0,0,0,0,0,0
176fbf192f41fe82,0,0,0,0,0,0
e72ca5c1938c2a6e,0,0,0,0,0,0
d8c5227cd0a6a501,0,0,0,0,0,0
f5283a9e51cec2ad,0,0,0,0,0,0
26826f58ba36da08,0,0,0,0,0,0
a3a345c21c3521e8,0,0,0,0,0,0
20edd83b06260774,0,0,0,0,0,0
8a73afb01e96e6f4,0,0,0,0,0,0
5094465b347829b3,0,0,0,0,0,0
6a498c25b5d3fa6f,0,0,0,0,0,0
038893488b456759,0,0,0,0,0,0
f5626a1637e93522,0,0,0,0,0,0
61e9f5f5dc5e3839,0,0,0,0,0,0
5d3f045341077080,0,0,0,0,0,0
68d02a1d614354a6,0,0,0,0,0,0
5f993f5878a45152,0,0,0,0,0,0
a9ef04545db4c1f9,0,0,0,0,0,0
6cf6d7da7c7d5b8c,0,0,0,0,0,0
2b58b9c098105a24,0,0,0,0,0,0
43b20b48cef99f12,0,0,0,0,0,0
3001fa7c09b7f340,0,0,0,0,0,0
45e06ce4c8a5eeb9,0,0,0,0,0,0
bbaff4393a1365d1,0,0,0,0,0,0
1a8b72ee78072b7a,0,0,0,0,0,0
e125070493b47a9c,0,0,0,0,0,0
8de52cfbdeec1ca2,0,0,0,0,0,0
53e8d9cb6659aab7,0,0,0,0,0,0
6560980169b16f49,0,0,0,0,0,0
c4aac96e6a6b78ae,0,0,0,0,0,0
572c1eddb3cb8cf7,0,0,0,0,0,0
30f5879819dea161,0,0,0,0,0,0
b574da36a7fcd0ae,0,0,0,0,0,0
786eb26b6a2d8c45,0,0,0,0,0,0
17922768fba8547b,0,0,0,0,0,0
a45e83747ffc532b,0,0,0,0,0,0
2b80c89d871e68de,0,0,0,0,0,0
4aac4c9d44c3f245,0,0,0,0,0,0
91d4c6886582f5e6,0,0,0,0,0,0
dc7955709440a592,0,0,0,0,0,0
fa44fb0e6d6a4fe2,0,0,0,0,0,0
93ec1b357af5aec0,0,0,0,0,0,0
7a0daefb183e5e9a,0,0,0,0,0,0
09e54e0bc128d91c,0,0,0,0,0,0
5ec59bea72b23248,0,0,0,0,0,0
99816cbb7223f566,0,0,0,0,0,0
e8bbeb4037d43b6f,0,0,0,0,0,0
64afa6616398d11a,0,0,0,0,0,0
c23aefcf1dc305e0,0,0,0,0,0,0
6abddb3e62cbf52f,0,0,0,0,0,0
3a6deffc7282f597,0,0,0,0,0,0
487c224c0053a91a,0,0,0,0,0,0
50a5a86f975abe57,0,0,0,0,0,0
eae8ce7acef3ea0c,0,0,0,0,0,0
e7762f8906839cca,0,0,0,0,0,0
213b7788e824e545,0,0,0,0,0,0
4461ef90f2c4e58b,0,0,0,0,0,0
b0b5bf9adebb5e0b,0,0,0,0,0,0
7060ecf681fb4f32,0,0,0,0,0,0
f5ab8c511cb6c879,0,0,0,0,0,0
56021bc91961f0cd,0,0,0,0,0,0
1863f66f325942ac,0,0,0,0,0,0
5dff351290f4921f,0,0,0,0,0,0
1bc1f4ffc0d58745,0,0,0,0,0,0
901f3d4058e29bd6,0,0,0,0,0,0
1f1abb0e6ddac0bc,0,0,0,0,0,0
4160ce2617b079ad,0,0,0,0,0,0
2db1072f25923c3e,0,0,0,0,0,0
1445e35486a2c87a,0,0,0,0,0,0
01bf0d4342ec4a2e,0,0,0,0,0,0
aa4c928e0de2fe58,0,0,0,0,0,0
a4db358a70472ef3,0,0,0,0,0,0
14e1fd5ed87d514c,0,0,0,0,0,0
3f54400007fa50ec,0,0,0,0,0,0
0872804fee5e6408,0,0,0,0,0,0
3746b3d6ac243dee,0,0,0,0,0,0
18de508cec2fb2df,0,0,0,0,0,0
435ec0f5cbd420cd,0,0,0,0,0,0
6fdb7b6734f8bf40,0,0,0,0,0,0
5c51ede470498d91,0,0,0,0,0,0
eae00bdd3d216a77,0,0,0,0,0,0
6c5b883d77d0c008,0,0,0,0,0,0
988ca985e0b1bb04,0,0,0,0,0,0
ed60a33ca553f649,0,0,0,0,0,0
07017ae80fc1e694,0,0,0,0,0,0
e79fc840c079cba8,0,0,0,0,0,0
c33fde433f43fda5,0,0,0,0,0,0
9606228d26cdb366,0,0,0,0,0,0
2e658c90b9b5e23c,0,0,0,0,0,0
82d894913097b06b,0,0,0,0,0,0
956f37ccb402638c,0,0,0,0,0,0
22030fb47d19333a,0,0,0,0,0,0
8dacc62199c1694c,1,0,0,0,0,0
884c4705419a12f4,1,0,0,0,0,0
6f3ee5e41d7ef914,0,0,0,0,0,0
cbb1a7baeb81e033,0,0,0,0,0,0
25e4661c020efc64,0,0,0,0,0,0
b5522f59b7faefd7,0,0,0,0,0,0
5149c1d618307c2a,0,0,0,0,0,0
668ed8ee25f3e10c,0,0,0,0,0,0
633e82b5dfe0ad16,0,0,0,0,0,0
b5ebfa10f5373c81,0,0,0,0,0,0
28d7ddc59c2ea982,0,0,0,0,0,0
54c4b27ea20649cd,0,0,0,0,0,0
4753cd59e37bc8e7,0,0,0,0,0,0
8af252fff5b76d04,0,0,0,0,0,0
f3ea45b8d5004b3e,0,0,0,0,0,0
291721aa087697e8,0,0,0,0,0,0
